No,Nama Titik,Latitude Titik,Longitude Titik,Latitude Proyeksi,Longitude Proyeksi,Jarak (m)
457,457,1.6740794,101.5211354,1.6740840,101.5212805,16.132
458,458,1.6739955,101.5211504,1.6739997,101.5212831,14.756
459,459,1.6739121,101.5211721,1.6739158,101.5212858,12.646
460,460,1.6738295,101.5211975,1.6738324,101.5212884,10.103
461,461,1.6737476,101.5212221,1.6737412,101.5212809,6.564
462,462,1.6736662,101.5212410,1.6736629,101.5212725,3.520
463,463,1.6735856,101.5212494,1.6735840,101.5212641,1.645
464,464,1.6735055,101.5212429,1.6735041,101.5212556,1.427
465,465,1.6734259,101.5212224,1.6734232,101.5212470,2.749
466,466,1.6733464,101.5211930,1.6733415,101.5212383,5.072
467,467,1.6732669,101.5211594,1.6732593,101.5212296,7.848
468,468,1.6731871,101.5211266,1.6731769,101.5212208,10.529
469,469,1.6731066,101.5210996,1.6730945,101.5212121,12.566
470,470,1.6730254,101.5210833,1.6730124,101.5212033,13.412
471,471,1.6729431,101.5210816,1.6729309,101.5211946,12.636
472,472,1.6728600,101.5210916,1.6728498,101.5211860,10.559
473,473,1.6727764,101.5211077,1.6727689,101.5211774,7.796
474,474,1.6726928,101.5211244,1.6726880,101.5211688,4.965
475,475,1.6726094,101.5211362,1.6726069,101.5211602,2.684
476,476,1.6725268,101.5211375,1.6725253,101.5211515,1.568
477,477,1.6724449,101.5211257,1.6724431,101.5211427,1.902
478,478,1.6723634,101.5211057,1.6723604,101.5211339,3.159
479,479,1.6722818,101.5210832,1.6722773,101.5211251,4.685
480,480,1.6721996,101.5210641,1.6721940,101.5211162,5.828
481,481,1.6721163,101.5210540,1.6721105,101.5211074,5.969
482,482,1.6720320,101.5210531,1.6720271,101.5210985,5.077
483,483,1.6719473,101.5210571,1.6719438,101.5210896,3.636
484,484,1.6718631,101.5210616,1.6718610,101.5210808,2.148
485,485,1.6717800,101.5210621,1.6717789,101.5210721,1.114
486,486,1.6716985,101.5210542,1.6716976,101.5210634,1.032
487,487,1.6716191,101.5210359,1.6716171,101.5210549,2.118
488,488,1.6715414,101.5210090,1.6715351,101.5210445,4.016
489,489,1.6714649,101.5209753,1.6714551,101.5210305,6.230
490,490,1.6713892,101.5209369,1.6713750,101.5210164,8.976
491,491,1.6713139,101.5208958,1.6712949,101.5210024,12.030
492,492,1.6712386,101.5208540,1.6712147,101.5209883,15.167
493,493,1.6711629,101.5208133,1.6711342,101.5209742,18.162
494,494,1.6710863,101.5207759,1.6710536,101.5209600,20.791
495,495,1.6710085,101.5207436,1.6709726,101.5209458,22.828
496,496,1.6709291,101.5207185,1.6708912,101.5209315,24.050
497,497,1.6708477,101.5207020,1.6708094,101.5209172,24.289
498,498,1.6707647,101.5206925,1.6707273,101.5209028,23.742
499,499,1.6706808,101.5206868,1.6706450,101.5208883,22.750
500,500,1.6705967,101.5206820,1.6705626,101.5208738,21.654
501,501,1.6705129,101.5206752,1.6704801,101.5208594,20.796
502,502,1.6704301,101.5206634,1.6703978,101.5208449,20.489
503,503,1.6703482,101.5206467,1.6703156,101.5208305,20.751
504,504,1.6702671,101.5206264,1.6702334,101.5208161,21.417
505,505,1.6701864,101.5206039,1.6701512,101.5208017,22.323
506,506,1.6701057,101.5205808,1.6700690,101.5207872,23.301
507,507,1.6700248,101.5205585,1.6699651,101.5207589,23.240
508,508,1.6699432,101.5205385,1.6698846,101.5207353,22.818
509,509,1.6698608,101.5205223,1.6698044,101.5207117,21.969
510,510,1.6697772,101.5205111,1.6697245,101.5206882,20.547
511,511,1.6696925,101.5205047,1.6696449,101.5206648,18.566
512,512,1.6696069,101.5205025,1.6695656,101.5206415,16.118
513,513,1.6695206,101.5205036,1.6694865,101.5206183,13.297
514,514,1.6694338,101.5205072,1.6694077,101.5205951,10.198
515,515,1.6693468,101.5205124,1.6693290,101.5205720,6.912
516,516,1.6692596,101.5205185,1.6692506,101.5205490,3.534
517,517,1.6691727,101.5205246,1.6691723,101.5205259,0.158
518,518,1.6690861,101.5205299,1.6690941,101.5205030,3.123
519,519,1.6690000,101.5205336,1.6690160,101.5204800,6.216
520,520,1.6689148,101.5205349,1.6689379,101.5204571,9.027
521,521,1.6688305,101.5205330,1.6688599,101.5204342,11.463
522,522,1.6687474,101.5205270,1.6687819,101.5204112,13.429
523,523,1.6686658,101.5205162,1.6687039,101.5203883,14.833
524,524,1.6685858,101.5204997,1.6686258,101.5203654,15.581
525,525,1.6685076,101.5204767,1.6685476,101.5203424,15.580
526,526,1.6684315,101.5204464,1.6684474,101.5203231,13.823
527,527,1.6683577,101.5204080,1.6683699,101.5203132,10.623
528,528,1.6682861,101.5203616,1.6682936,101.5203035,6.507
529,529,1.6682158,101.5203110,1.6682180,101.5202939,1.910
530,530,1.6681455,101.5202609,1.6681425,101.5202843,2.625
531,531,1.6680740,101.5202162,1.6680665,101.5202747,6.554
532,532,1.6680002,101.5201816,1.6679894,101.5202649,9.334
533,533,1.6679227,101.5201618,1.6679107,101.5202549,10.427
534,534,1.6678413,101.5201578,1.6678301,101.5202446,9.738
535,535,1.6677572,101.5201637,1.6677481,101.5202342,7.907
536,536,1.6676717,101.5201734,1.6676652,101.5202237,5.641
537,537,1.6675863,101.5201806,1.6675821,101.5202131,3.647
538,538,1.6675019,101.5201809,1.6674991,101.5202026,2.431
539,539,1.6674185,101.5201744,1.6674162,101.5201921,1.973
540,540,1.6673360,101.5201621,1.6673335,101.5201815,2.176
541,541,1.6672542,101.5201448,1.6672509,101.5201710,2.939
542,542,1.6671731,101.5201234,1.6671700,101.5201641,4.537
543,543,1.6670924,101.5200988,1.6670879,101.5201578,6.583
544,544,1.6670121,101.5200718,1.6670060,101.5201516,8.889
545,545,1.6669320,101.5200434,1.6669241,101.5201453,11.356
546,546,1.6668520,101.5200145,1.6668424,101.5201391,13.886
547,547,1.6667719,101.5199859,1.6667606,101.5201328,16.379
548,548,1.6666917,101.5199585,1.6666786,101.5201265,18.735
549,549,1.6666110,101.5199332,1.6665966,101.5201203,20.855
550,550,1.6665300,101.5199109,1.6665142,101.5201140,22.640
551,551,1.6664483,101.5198925,1.6664316,101.5201077,23.990
552,552,1.6663659,101.5198788,1.6663487,101.5201013,24.806
553,553,1.6662826,101.5198708,1.6662653,101.5200949,24.990
554,554,1.6661985,101.5198683,1.6661815,101.5200885,24.551
555,555,1.6661141,101.5198690,1.6660975,101.5200821,23.760
556,556,1.6660298,101.5198701,1.6660138,101.5200757,22.921
557,557,1.6659462,101.5198690,1.6659306,101.5200694,22.340
558,558,1.6658638,101.5198629,1.6658483,101.5200631,22.321
559,559,1.6657831,101.5198496,1.6657217,101.5200469,22.968
560,560,1.6657037,101.5198297,1.6656436,101.5200229,22.495
561,561,1.6656253,101.5198046,1.6655649,101.5199988,22.599
562,562,1.6655473,101.5197759,1.6654856,101.5199745,23.109
563,563,1.6654694,101.5197450,1.6654057,101.5199500,23.855
564,564,1.6653910,101.5197133,1.6653252,101.5199253,24.668
565,565,1.6653118,101.5196823,1.6652944,101.5199158,26.023
566,566,1.6652312,101.5196535,1.6652944,101.5199158,29.991
567,567,1.6651488,101.5196283,1.6652635,101.5199275,35.617
568,568,1.6650643,101.5196082,1.6651964,101.5199529,41.032
569,569,1.6649783,101.5195947,1.6651258,101.5199796,45.816
570,570,1.6648922,101.5195895,1.6650523,101.5200074,49.745
571,571,1.6648074,101.5195941,1.6649768,101.5200360,52.601
572,572,1.6647254,101.5196101,1.6648997,101.5200651,54.159
573,573,1.6646474,101.5196392,1.6648219,101.5200945,54.200
574,574,1.6645738,101.5196801,1.6647439,101.5201240,52.851
575,575,1.6645011,101.5197229,1.6646661,101.5201535,51.259
576,576,1.6644253,101.5197564,1.6645887,101.5201827,50.756
577,577,1.6643438,101.5197727,1.6645120,101.5202118,52.262
578,578,1.6642580,101.5197757,1.6644361,101.5202405,55.324
579,579,1.6641704,101.5197715,1.6643610,101.5202689,59.210
580,580,1.6640834,101.5197661,1.6642869,101.5202969,63.188
581,581,1.6639995,101.5197658,1.6642136,101.5203246,66.524
582,582,1.6639209,101.5197766,1.6641414,101.5203519,68.486
583,583,1.6638499,101.5198040,1.6636358,101.5203664,66.889
584,584,1.6637860,101.5198475,1.6635944,101.5203508,59.868
585,585,1.6637276,101.5199035,1.6635619,101.5203386,51.747
586,586,1.6636728,101.5199688,1.6635357,101.5203288,42.818
587,587,1.6636201,101.5200397,1.6635132,101.5203203,33.375
588,588,1.6635677,101.5201129,1.6634918,101.5203122,23.713
589,589,1.6635139,101.5201848,1.6634687,101.5203036,14.125
590,590,1.6634570,101.5202520,1.6634413,101.5202933,4.905
591,591,1.6633954,101.5203111,1.6634071,101.5202804,3.653
592,592,1.6633279,101.5203599,1.6633643,101.5202644,11.369
593,593,1.6632554,101.5204000,1.6633142,101.5202455,18.368
594,594,1.6631789,101.5204333,1.6632584,101.5202246,24.826
595,595,1.6630996,101.5204620,1.6631986,101.5202021,30.922
596,596,1.6630184,101.5204883,1.6631363,101.5201787,36.831
597,597,1.6629364,101.5205142,1.6630732,101.5201549,42.731
598,598,1.6628547,101.5205416,1.6630109,101.5201315,48.777
599,599,1.6627734,101.5205680,1.6629486,101.5201081,54.703
600,600,1.6626919,101.5205868,1.6628835,101.5200837,59.848
601,601,1.6626095,101.5205913,1.6628129,101.5200571,63.537
602,602,1.6625265,101.5205764,1.6627353,101.5200280,65.227
603,603,1.6624471,101.5205431,1.6626548,101.5199977,64.870
604,604,1.6623765,101.5204941,1.6625767,101.5199684,62.534
605,605,1.6623192,101.5204322,1.6625060,101.5199418,58.329
606,606,1.6622730,101.5203615,1.6624421,101.5199177,52.787
607,607,1.6622317,101.5202875,1.6623812,101.5198949,46.703
608,608,1.6621888,101.5202154,1.6623197,101.5198718,40.876
609,609,1.6621380,101.5201505,1.6622536,101.5198469,36.103
610,610,1.6620757,101.5200956,1.6621808,101.5198196,32.830
611,611,1.6620071,101.5200461,1.6621043,101.5197908,30.369
612,612,1.6619391,101.5199960,1.6620281,101.5197622,27.806
613,613,1.6618787,101.5199389,1.6619563,101.5197352,24.231
614,614,1.6618288,101.5198723,1.6618905,101.5197104,19.248
615,615,1.6617847,101.5198005,1.6618279,101.5196869,13.502
616,616,1.6617403,101.5197287,1.6617652,101.5196634,7.768
617,617,1.6616905,101.5196617,1.6616993,101.5196386,2.751
618,618,1.6616339,101.5196007,1.6616294,101.5196123,1.381
619,619,1.6615715,101.5195452,1.6615564,101.5195849,4.719
620,620,1.6615042,101.5194946,1.6614806,101.5195564,7.355
621,621,1.6614328,101.5194483,1.6614028,101.5195271,9.382
622,622,1.6613584,101.5194058,1.6613235,101.5194973,10.893
623,623,1.6612817,101.5193665,1.6612433,101.5194672,11.982
624,624,1.6612036,101.5193299,1.6611628,101.5194370,12.740
625,625,1.6611252,101.5192954,1.6610827,101.5194069,13.261
626,626,1.6610467,101.5192626,1.6610032,101.5193770,13.603
627,627,1.6609683,101.5192315,1.6609242,101.5193473,13.776
628,628,1.6608899,101.5192019,1.6608457,101.5193178,13.790
629,629,1.6608113,101.5191737,1.6607676,101.5192884,13.651
630,630,1.6607325,101.5191468,1.6606897,101.5192592,13.368
631,631,1.6606534,101.5191211,1.6606120,101.5192299,12.949
632,632,1.6605740,101.5190965,1.6605343,101.5192007,12.401
633,633,1.6604941,101.5190729,1.6604565,101.5191715,11.732
634,634,1.6604137,101.5190503,1.6603787,101.5191423,10.942
635,635,1.6603329,101.5190288,1.6603008,101.5191130,10.022
636,636,1.6602517,101.5190084,1.6602230,101.5190838,8.962
637,637,1.6601700,101.5189893,1.6601452,101.5190545,7.752
638,638,1.6600880,101.5189717,1.6600676,101.5190253,6.383
639,639,1.6600056,101.5189555,1.6599957,101.5190130,6.484
640,640,1.6599229,101.5189409,1.6599129,101.5189989,6.546
641,641,1.6598398,101.5189280,1.6598300,101.5189849,6.419
642,642,1.6597565,101.5189168,1.6597472,101.5189708,6.089
643,643,1.6596728,101.5189076,1.6596644,101.5189568,5.548
644,644,1.6595889,101.5189003,1.6595816,101.5189427,4.786
645,645,1.6595049,101.5188947,1.6594990,101.5189287,3.840
646,646,1.6594207,101.5188900,1.6594165,101.5189147,2.793
647,647,1.6593367,101.5188854,1.6593340,101.5189008,1.729
648,648,1.6592528,101.5188803,1.6592517,101.5188868,0.731
649,649,1.6591692,101.5188738,1.6591693,101.5188728,0.115
650,650,1.6590860,101.5188653,1.6590860,101.5188648,0.057
651,651,1.6590033,101.5188539,1.6590037,101.5188672,1.475
652,652,1.6589214,101.5188390,1.6589223,101.5188696,3.401
653,653,1.6588402,101.5188198,1.6588417,101.5188720,5.804
654,654,1.6587596,101.5187967,1.6587619,101.5188743,8.632
655,655,1.6586794,101.5187721,1.6586825,101.5188766,11.626
656,656,1.6585990,101.5187485,1.6586029,101.5188790,14.513
657,657,1.6585181,101.5187283,1.6585227,101.5188813,17.021
658,658,1.6584364,101.5187126,1.6584415,101.5188837,19.032
659,659,1.6583541,101.5187010,1.6583596,101.5188861,20.580
660,660,1.6582712,101.5186933,1.6582770,101.5188885,21.709
661,661,1.6581878,101.5186890,1.6581938,101.5188910,22.461
662,662,1.6581039,101.5186877,1.6581100,101.5188934,22.878
663,663,1.6580197,101.5186890,1.6580259,101.5188959,23.004
664,664,1.6579352,101.5186926,1.6579414,101.5188984,22.881
665,665,1.6578506,101.5186981,1.6578566,101.5189009,22.551
666,666,1.6577659,101.5187050,1.6577718,101.5189034,22.057
667,667,1.6576811,101.5187130,1.6576868,101.5189059,21.443
668,668,1.6575964,101.5187218,1.6576028,101.5189083,20.750
669,669,1.6575119,101.5187308,1.6575244,101.5189136,20.368
670,670,1.6574276,101.5187400,1.6574398,101.5189193,19.973
671,671,1.6573437,101.5187501,1.6573556,101.5189250,19.486
672,672,1.6572604,101.5187617,1.6572720,101.5189306,18.820
673,673,1.6571779,101.5187756,1.6571889,101.5189362,17.894
674,674,1.6570964,101.5187926,1.6571066,101.5189418,16.622
675,675,1.6570161,101.5188133,1.6570252,101.5189473,14.920
676,676,1.6569370,101.5188385,1.6569448,101.5189527,12.719
677,677,1.6568591,101.5188677,1.6568652,101.5189580,10.060
678,678,1.6567821,101.5189002,1.6567864,101.5189633,7.040
679,679,1.6567058,101.5189349,1.6567081,101.5189686,3.752
680,680,1.6566299,101.5189713,1.6566300,101.5189739,0.293
681,681,1.6565541,101.5190082,1.6565521,101.5189791,3.242
682,682,1.6564782,101.5190450,1.6564741,101.5189844,6.758
683,683,1.6564020,101.5190808,1.6563958,101.5189897,10.159
684,684,1.6563252,101.5191148,1.6563170,101.5189950,13.349
685,685,1.6562475,101.5191460,1.6562375,101.5190003,16.233
686,686,1.6561687,101.5191737,1.6561572,101.5190057,18.716
687,687,1.6560886,101.5191973,1.6560759,101.5190112,20.735
688,688,1.6560073,101.5192173,1.6559936,101.5190168,22.342
689,689,1.6559252,101.5192343,1.6559107,101.5190224,23.616
690,690,1.6558423,101.5192491,1.6558272,101.5190280,24.636
691,691,1.6557590,101.5192623,1.6557434,101.5190336,25.479
692,692,1.6556755,101.5192747,1.6556594,101.5190393,26.226
693,693,1.6555919,101.5192869,1.6555753,101.5190450,26.954
694,694,1.6555084,101.5192996,1.6554914,101.5190506,27.742
695,695,1.6554254,101.5193136,1.6554079,101.5190562,28.669
696,696,1.6553431,101.5193294,1.6553248,101.5190618,29.813
697,697,1.6552616,101.5193479,1.6552424,101.5190674,31.253
698,698,1.6551811,101.5193697,1.6551609,101.5190729,33.067
699,699,1.6551020,101.5193955,1.6550929,101.5190752,35.611
700,700,1.6550243,101.5194259,1.6550144,101.5190774,38.752
701,701,1.6549479,101.5194603,1.6549371,101.5190796,42.334
702,702,1.6548719,101.5194961,1.6548601,101.5190817,46.074
703,703,1.6547953,101.5195307,1.6547827,101.5190839,49.676
704,704,1.6547174,101.5195613,1.6547039,101.5190861,52.843
705,705,1.6546370,101.5195855,1.6546229,101.5190884,55.279
706,706,1.6545537,101.5196007,1.6545392,101.5190907,56.709
707,707,1.6544684,101.5196058,1.6544539,101.5190931,57.006
708,708,1.6543830,101.5196001,1.6543687,101.5190955,56.108
709,709,1.6542993,101.5195830,1.6542855,101.5190978,53.952
710,710,1.6542190,101.5195540,1.6542061,101.5191001,50.475
711,711,1.6541436,101.5195133,1.6541319,101.5191021,45.718
712,712,1.6540703,101.5194723,1.6540598,101.5191042,40.931
713,713,1.6539933,101.5194493,1.6539836,101.5191063,38.136
714,714,1.6539071,101.5194628,1.6538970,101.5191087,39.371
715,715,1.6538279,101.5194364,1.6538187,101.5191109,36.191
716,716,1.6537487,101.5194100,1.6537403,101.5191131,33.011
717,717,1.6536695,101.5193835,1.6536619,101.5191153,29.820
718,718,1.6535903,101.5193571,1.6535835,101.5191175,26.640
719,719,1.6535111,101.5193307,1.6535051,101.5191197,23.461
720,720,1.6534319,101.5193043,1.6534267,101.5191219,20.281
721,721,1.6533527,101.5192779,1.6533483,101.5191241,17.101
722,722,1.6532735,101.5192514,1.6532699,101.5191263,13.910
723,723,1.6531943,101.5192250,1.6531916,101.5191285,10.730
724,724,1.6531151,101.5191986,1.6531132,101.5191307,7.550
725,725,1.6530359,101.5191722,1.6530389,101.5191328,4.394
726,726,1.6529568,101.5191458,1.6529644,101.5191148,3.546
727,727,1.6528776,101.5191194,1.6528835,101.5190953,2.757
728,728,1.6527984,101.5190929,1.6528026,101.5190758,1.958
729,729,1.6527192,101.5190665,1.6527217,101.5190563,1.169
730,730,1.6526400,101.5190401,1.6526408,101.5190368,0.380
731,731,1.6525608,101.5190137,1.6525599,101.5190173,0.409
732,732,1.6524816,101.5189873,1.6524790,101.5189978,1.198
733,733,1.6524024,101.5189608,1.6523981,101.5189783,1.997
734,734,1.6523232,101.5189344,1.6523172,101.5189588,2.786
735,735,1.6522440,101.5189080,1.6522694,101.5189472,5.197
736,736,1.6522590,101.5188135,1.6522694,101.5189472,14.908
737,737,1.6522740,101.5187190,1.6522694,101.5189472,25.372
